S.N,District_Name,Zone,Ecological_Belt,Development_Region,Year_BS,Year_AD,Condition,Type,Male,Female,Age,Married,Unmarried,Education,Employment,Lat,Long,Age_Group
880,Arghakhanchi,Lumbini,Hill,Western,2070,2013,Minor,Alcoholism,30,43,45,22,51.0,PhD/Doctorate,yes,27.90779334,83.06585909,old
881,Arghakhanchi,Lumbini,Hill,Western,2070,2013,Major,Epilepsy,28,29,33,55,2.0,"College degree, bachelor, master",no,27.90779334,83.06585909,Middle-age
882,Pyuthan,Rapti,Hill,Mid-Western,2070,2013,Minor,Depression,19,36,20,48,7.0,"College degree, bachelor, master",no,28.09437706,82.88362705,Middle-age
883,Pyuthan,Rapti,Hill,Mid-Western,2070,2013,Minor,Psychosis,27,24,32,49,2.0,"College degree, bachelor, master",no,28.09437706,82.88362705,Middle-age
884,Pyuthan,Rapti,Hill,Mid-Western,2070,2013,Severe,Anxiety,23,25,53,28,20.0,"College degree, bachelor, master",yes,28.09437706,82.88362705,old
885,Pyuthan,Rapti,Hill,Mid-Western,2070,2013,Major,Mental retardation,52,20,49,54,18.0,None,yes,28.09437706,82.88362705,old
886,Pyuthan,Rapti,Hill,Mid-Western,2070,2013,Major,Hysteria,21,43,45,50,14.0,PhD/Doctorate,yes,28.09437706,82.88362705,old
887,Pyuthan,Rapti,Hill,Mid-Western,2070,2013,Major,Alcoholism,28,49,41,21,56.0,PhD/Doctorate,yes,28.09437706,82.88362705,old
888,Pyuthan,Rapti,Hill,Mid-Western,2070,2013,Minor,Epilepsy,44,31,23,51,24.0,"College degree, bachelor, master",no,28.09437706,82.88362705,Middle-age
889,Rolpa,Rapti,Hill,Mid-Western,2070,2013,Major,Depression,53,52,41,30,75.0,PhD/Doctorate,yes,28.32571386,82.61625263,old
890,Rolpa,Rapti,Hill,Mid-Western,2070,2013,Normal,Psychosis,54,19,35,25,48.0,"College degree, bachelor, master",no,28.32571386,82.61625263,Middle-age
891,Rolpa,Rapti,Hill,Mid-Western,2070,2013,Major,Anxiety,57,25,58,35,47.0,"College degree, bachelor, master",retired,28.32571386,82.61625263,old
892,Rolpa,Rapti,Hill,Mid-Western,2070,2013,Normal,Mental retardation,45,35,38,26,54.0,"College degree, bachelor, master",no,28.32571386,82.61625263,Middle-age
893,Rolpa,Rapti,Hill,Mid-Western,2070,2013,Severe,Hysteria,27,56,51,31,52.0,Unknown,no,28.32571386,82.61625263,old
894,Rolpa,Rapti,Hill,Mid-Western,2070,2013,Severe,Alcoholism,29,56,35,52,33.0,"College degree, bachelor, master",no,28.32571386,82.61625263,Middle-age
895,Rolpa,Rapti,Hill,Mid-Western,2070,2013,Normal,Epilepsy,30,41,27,41,30.0,"College degree, bachelor, master",no,28.32571386,82.61625263,Middle-age
896,Rukum,Rapti,Hill,Mid-Western,2070,2013,Major,Depression,28,50,22,60,18.0,Unknown,no,28.69237626,82.66341805,Middle-age
897,Rukum,Rapti,Hill,Mid-Western,2070,2013,Severe,Psychosis,36,31,23,42,25.0,"College degree, bachelor, master",no,28.69237626,82.66341805,Middle-age
898,Rukum,Rapti,Hill,Mid-Western,2070,2013,Major,Anxiety,47,22,50,53,16.0,"College degree, bachelor, master",no,28.69237626,82.66341805,old
899,Rukum,Rapti,Hill,Mid-Western,2070,2013,Normal,Mental retardation,57,28,34,51,34.0,"College degree, bachelor, master",no,28.69237626,82.66341805,Middle-age
900,Rukum,Rapti,Hill,Mid-Western,2070,2013,Severe,Hysteria,51,33,25,57,27.0,"College degree, bachelor, master",no,28.69237626,82.66341805,Middle-age
901,Rukum,Rapti,Hill,Mid-Western,2070,2013,Normal,Alcoholism,51,20,29,25,46.0,"College degree, bachelor, master",no,28.69237626,82.66341805,Middle-age
902,Rukum,Rapti,Hill,Mid-Western,2070,2013,Minor,Epilepsy,22,30,28,52,0.0,"College degree, bachelor, master",no,28.69237626,82.66341805,Middle-age
903,Salyan,Rapti,Hill,Mid-Western,2070,2013,Normal,Depression,43,35,50,40,38.0,Up to 9 years of school,no,28.37833876,82.12383472,old
904,Salyan,Rapti,Hill,Mid-Western,2070,2013,Major,Psychosis,24,26,28,25,25.0,"College degree, bachelor, master",no,28.37833876,82.12383472,Middle-age
905,Salyan,Rapti,Hill,Mid-Western,2070,2013,Minor,Anxiety,41,49,24,21,69.0,"College degree, bachelor, master",no,28.37833876,82.12383472,Middle-age
906,Salyan,Rapti,Hill,Mid-Western,2070,2013,Normal,Mental retardation,35,38,53,48,25.0,"College degree, bachelor, master",no,28.37833876,82.12383472,old
907,Salyan,Rapti,Hill,Mid-Western,2070,2013,Minor,Hysteria,46,27,51,47,26.0,Unknown,no,28.37833876,82.12383472,old
908,Salyan,Rapti,Hill,Mid-Western,2070,2013,Normal,Alcoholism,42,24,40,39,27.0,PhD/Doctorate,no,28.37833876,82.12383472,old
909,Salyan,Rapti,Hill,Mid-Western,2070,2013,Minor,Epilepsy,30,59,27,45,44.0,"College degree, bachelor, master",no,28.37833876,82.12383472,Middle-age
910,Dang,Rapti,Terai,Mid-Western,2070,2013,Normal,Depression,38,34,59,19,53.0,"College degree, bachelor, master",retired,27.97841875,82.43814156,old
911,Dang,Rapti,Terai,Mid-Western,2070,2013,Minor,Psychosis,58,18,39,40,36.0,"College degree, bachelor, master",no,27.97841875,82.43814156,Middle-age
912,Dang,Rapti,Terai,Mid-Western,2070,2013,Normal,Anxiety,32,30,51,48,14.0,Unknown,yes,27.97841875,82.43814156,old
913,Dang,Rapti,Terai,Mid-Western,2070,2013,Severe,Mental retardation,52,60,33,41,71.0,"College degree, bachelor, master",no,27.97841875,82.43814156,Middle-age
914,Dang,Rapti,Terai,Mid-Western,2070,2013,Normal,Hysteria,35,39,57,58,16.0,"College degree, bachelor, master",yes,27.97841875,82.43814156,old
915,Dang,Rapti,Terai,Mid-Western,2070,2013,Normal,Alcoholism,26,22,49,48,0.0,Up to 9 years of school,yes,27.97841875,82.43814156,old
916,Dang,Rapti,Terai,Mid-Western,2070,2013,Minor,Epilepsy,57,24,36,21,60.0,"College degree, bachelor, master",no,27.97841875,82.43814156,Middle-age
917,Banke,Bheri,Terai,Mid-Western,2070,2013,Major,Depression,21,30,43,49,2.0,PhD/Doctorate,yes,28.12605255,81.79981157,old
918,Banke,Bheri,Terai,Mid-Western,2070,2013,Minor,Psychosis,27,50,41,54,23.0,PhD/Doctorate,yes,28.12605255,81.79981157,old
919,Banke,Bheri,Terai,Mid-Western,2070,2013,Major,Anxiety,53,34,21,32,55.0,"College degree, bachelor, master",no,28.12605255,81.79981157,Middle-age
920,Banke,Bheri,Terai,Mid-Western,2070,2013,Minor,Mental retardation,24,60,28,52,32.0,"College degree, bachelor, master",no,28.12605255,81.79981157,Middle-age
921,Banke,Bheri,Terai,Mid-Western,2070,2013,Minor,Hysteria,22,41,19,58,5.0,"Some College, short continuing education or equivalent",no,28.12605255,81.79981157,young
922,Banke,Bheri,Terai,Mid-Western,2070,2013,Minor,Alcoholism,27,50,59,37,40.0,"College degree, bachelor, master",yes,28.12605255,81.79981157,old
923,Banke,Bheri,Terai,Mid-Western,2070,2013,Severe,Epilepsy,37,50,25,54,33.0,"College degree, bachelor, master",no,28.12605255,81.79981157,Middle-age
924,Bardiya,Bheri,Terai,Mid-Western,2070,2013,Major,Depression,60,46,53,28,78.0,"College degree, bachelor, master",yes,28.33694949,81.46126455,old
925,Bardiya,Bheri,Terai,Mid-Western,2070,2013,Severe,Psychosis,25,23,44,29,19.0,PhD/Doctorate,yes,28.33694949,81.46126455,old
926,Bardiya,Bheri,Terai,Mid-Western,2070,2013,Severe,Anxiety,24,26,26,32,18.0,"College degree, bachelor, master",no,28.33694949,81.46126455,Middle-age
927,Bardiya,Bheri,Terai,Mid-Western,2070,2013,Normal,Mental retardation,58,18,58,26,50.0,"College degree, bachelor, master",yes,28.33694949,81.46126455,old
928,Bardiya,Bheri,Terai,Mid-Western,2070,2013,Major,Hysteria,56,33,50,34,55.0,"College degree, bachelor, master",yes,28.33694949,81.46126455,old
929,Bardiya,Bheri,Terai,Mid-Western,2070,2013,Major,Alcoholism,22,42,18,1,63.0,Up to 12 years of school,no,28.33694949,81.46126455,young
930,Bardiya,Bheri,Terai,Mid-Western,2070,2013,Major,Epilepsy,23,38,26,27,34.0,"College degree, bachelor, master",no,28.33694949,81.46126455,Middle-age
931,Surkhet,Bheri,Hill,Mid-Western,2070,2013,Major,Depression,23,54,20,49,28.0,"College degree, bachelor, master",no,28.6672745,81.55422455,Middle-age
932,Surkhet,Bheri,Hill,Mid-Western,2070,2013,Major,Psychosis,55,50,47,20,85.0,PhD/Doctorate,yes,28.6672745,81.55422455,old
933,Surkhet,Bheri,Hill,Mid-Western,2070,2013,Minor,Anxiety,41,40,24,22,59.0,"College degree, bachelor, master",yes,28.6672745,81.55422455,Middle-age
934,Surkhet,Bheri,Hill,Mid-Western,2070,2013,Normal,Mental retardation,43,60,42,51,52.0,PhD/Doctorate,Unknown,28.6672745,81.55422455,old
935,Surkhet,Bheri,Hill,Mid-Western,2070,2013,Normal,Hysteria,28,36,52,56,8.0,Up to 9 years of school,Unknown,28.6672745,81.55422455,old
936,Surkhet,Bheri,Hill,Mid-Western,2070,2013,Severe,Alcoholism,23,28,25,24,27.0,"College degree, bachelor, master",no,28.6672745,81.55422455,Middle-age
937,Surkhet,Bheri,Hill,Mid-Western,2070,2013,Normal,Epilepsy,48,38,40,42,44.0,PhD/Doctorate,no,28.6672745,81.55422455,old
938,Dailekh,Bheri,Hill,Mid-Western,2070,2013,Normal,Depression,51,58,29,37,72.0,"College degree, bachelor, master",no,28.89826774,81.67159209,Middle-age
939,Dailekh,Bheri,Hill,Mid-Western,2070,2013,Normal,Psychosis,47,53,57,41,59.0,"College degree, bachelor, master",yes,28.89826774,81.67159209,old
940,Dailekh,Bheri,Hill,Mid-Western,2070,2013,Major,Anxiety,23,47,46,45,25.0,PhD/Doctorate,yes,28.89826774,81.67159209,old
941,Dailekh,Bheri,Hill,Mid-Western,2070,2013,Normal,Mental retardation,53,60,50,29,84.0,Unknown,yes,28.89826774,81.67159209,old
942,Dailekh,Bheri,Hill,Mid-Western,2070,2013,Major,Hysteria,33,24,32,21,36.0,"College degree, bachelor, master",no,28.89826774,81.67159209,Middle-age
943,Dailekh,Bheri,Hill,Mid-Western,2070,2013,Normal,Alcoholism,37,39,41,43,33.0,PhD/Doctorate,yes,28.89826774,81.67159209,old
944,Dailekh,Bheri,Hill,Mid-Western,2070,2013,Major,Epilepsy,25,44,39,32,37.0,"College degree, bachelor, master",no,28.89826774,81.67159209,Middle-age
945,Jajarkot,Bheri,Hill,Mid-Western,2070,2013,Normal,Depression,38,43,19,34,47.0,"Some College, short continuing education or equivalent",no,28.86798437,82.1977929,young
946,Jajarkot,Bheri,Hill,Mid-Western,2070,2013,Severe,Psychosis,33,33,56,19,47.0,"College degree, bachelor, master",yes,28.86798437,82.1977929,old
947,Jajarkot,Bheri,Hill,Mid-Western,2070,2013,Major,Anxiety,59,55,55,40,74.0,Up to 9 years of school,yes,28.86798437,82.1977929,old
948,Jajarkot,Bheri,Hill,Mid-Western,2070,2013,Major,Mental retardation,39,33,46,45,27.0,PhD/Doctorate,yes,28.86798437,82.1977929,old
949,Jajarkot,Bheri,Hill,Mid-Western,2070,2013,Normal,Hysteria,55,59,31,43,71.0,"College degree, bachelor, master",no,28.86798437,82.1977929,Middle-age
950,Jajarkot,Bheri,Hill,Mid-Western,2070,2013,Severe,Alcoholism,31,53,56,59,25.0,"College degree, bachelor, master",Unknown,28.86798437,82.1977929,old
951,Jajarkot,Bheri,Hill,Mid-Western,2070,2013,Major,Epilepsy,40,28,46,53,15.0,PhD/Doctorate,Unknown,28.86798437,82.1977929,old
952,Dolpa,Karnali,Mountain,Mid-Western,2070,2013,Minor,Depression,60,27,56,25,62.0,Up to 12 years of school,Unknown,29.25286365,83.07811054,old
953,Dolpa,Karnali,Mountain,Mid-Western,2070,2013,Minor,Psychosis,25,25,24,37,13.0,"College degree, bachelor, master",no,29.25286365,83.07811054,Middle-age
954,Dolpa,Karnali,Mountain,Mid-Western,2070,2013,Severe,Anxiety,45,46,34,58,33.0,"College degree, bachelor, master",no,29.25286365,83.07811054,Middle-age
955,Dolpa,Karnali,Mountain,Mid-Western,2070,2013,Normal,Mental retardation,54,33,49,25,62.0,"College degree, bachelor, master",Unknown,29.25286365,83.07811054,old
956,Dolpa,Karnali,Mountain,Mid-Western,2070,2013,Minor,Hysteria,46,60,40,31,75.0,PhD/Doctorate,no,29.25286365,83.07811054,old
957,Dolpa,Karnali,Mountain,Mid-Western,2070,2013,Major,Alcoholism,46,24,28,32,38.0,"College degree, bachelor, master",no,29.25286365,83.07811054,Middle-age
958,Dolpa,Karnali,Mountain,Mid-Western,2070,2013,Normal,Epilepsy,18,51,36,23,46.0,"College degree, bachelor, master",no,29.25286365,83.07811054,Middle-age
959,Jumla,Karnali,Mountain,Mid-Western,2070,2013,Normal,Depression,30,36,50,27,39.0,"College degree, bachelor, master",no,29.2728938,82.20976273,old
960,Jumla,Karnali,Mountain,Mid-Western,2070,2013,Major,Psychosis,49,44,50,26,67.0,"College degree, bachelor, master",no,29.2728938,82.20976273,old
961,Jumla,Karnali,Mountain,Mid-Western,2070,2013,Severe,Anxiety,34,42,29,30,46.0,"College degree, bachelor, master",no,29.2728938,82.20976273,Middle-age
962,Jumla,Karnali,Mountain,Mid-Western,2070,2013,Normal,Mental retardation,60,19,49,58,21.0,Up to 9 years of school,no,29.2728938,82.20976273,old
963,Jumla,Karnali,Mountain,Mid-Western,2070,2013,Severe,Hysteria,60,30,56,55,35.0,Unknown,no,29.2728938,82.20976273,old
964,Jumla,Karnali,Mountain,Mid-Western,2070,2013,Severe,Alcoholism,52,55,55,54,53.0,Up to 9 years of school,no,29.2728938,82.20976273,old
965,Jumla,Karnali,Mountain,Mid-Western,2070,2013,Normal,Epilepsy,18,40,22,18,40.0,"College degree, bachelor, master",no,29.2728938,82.20976273,Middle-age
966,Kalikot,Karnali,Mountain,Mid-Western,2070,2013,Severe,Depression,50,27,50,29,48.0,"College degree, bachelor, master",no,29.21307603,81.76873832,old
967,Kalikot,Karnali,Mountain,Mid-Western,2070,2013,Minor,Psychosis,47,40,28,19,68.0,"College degree, bachelor, master",no,29.21307603,81.76873832,Middle-age
968,Kalikot,Karnali,Mountain,Mid-Western,2070,2013,Minor,Anxiety,42,20,57,55,7.0,"College degree, bachelor, master",no,29.21307603,81.76873832,old
969,Kalikot,Karnali,Mountain,Mid-Western,2070,2013,Major,Mental retardation,29,52,56,22,59.0,Up to 12 years of school,no,29.21307603,81.76873832,old
970,Kalikot,Karnali,Mountain,Mid-Western,2070,2013,Normal,Hysteria,39,42,29,31,50.0,"College degree, bachelor, master",no,29.21307603,81.76873832,Middle-age
971,Kalikot,Karnali,Mountain,Mid-Western,2070,2013,Normal,Alcoholism,56,35,58,42,49.0,"College degree, bachelor, master",no,29.21307603,81.76873832,old
972,Kalikot,Karnali,Mountain,Mid-Western,2070,2013,Severe,Epilepsy,18,25,42,40,3.0,PhD/Doctorate,no,29.21307603,81.76873832,old
973,Mugu,Karnali,Mountain,Mid-Western,2070,2013,Major,Depression,18,23,34,30,11.0,"College degree, bachelor, master",yes,29.6346044,82.35940378,Middle-age
974,Mugu,Karnali,Mountain,Mid-Western,2070,2013,Normal,Psychosis,32,55,45,59,28.0,PhD/Doctorate,no,29.6346044,82.35940378,old
975,Mugu,Karnali,Mountain,Mid-Western,2070,2013,Severe,Anxiety,21,35,25,32,24.0,"College degree, bachelor, master",no,29.6346044,82.35940378,Middle-age
976,Mugu,Karnali,Mountain,Mid-Western,2070,2013,Severe,Mental retardation,34,41,18,4,71.0,Up to 12 years of school,no,29.6346044,82.35940378,young
977,Mugu,Karnali,Mountain,Mid-Western,2070,2013,Major,Hysteria,45,35,51,57,23.0,Unknown,no,29.6346044,82.35940378,old
978,Mugu,Karnali,Mountain,Mid-Western,2070,2013,Severe,Alcoholism,58,40,58,52,46.0,Up to 9 years of school,yes,29.6346044,82.35940378,old
979,Mugu,Karnali,Mountain,Mid-Western,2070,2013,Normal,Epilepsy,24,20,19,34,10.0,"Some College, short continuing education or equivalent",yes,29.6346044,82.35940378,young
980,Humla,Karnali,Mountain,Mid-Western,2070,2013,Minor,Depression,56,45,50,55,46.0,"College degree, bachelor, master",yes,30.03513341,81.89063467,old
981,Humla,Karnali,Mountain,Mid-Western,2070,2013,Major,Psychosis,58,49,25,60,47.0,"College degree, bachelor, master",yes,30.03513341,81.89063467,Middle-age
982,Humla,Karnali,Mountain,Mid-Western,2070,2013,Major,Anxiety,28,57,49,47,38.0,None,yes,30.03513341,81.89063467,old
983,Humla,Karnali,Mountain,Mid-Western,2070,2013,Severe,Mental retardation,46,38,26,33,51.0,"College degree, bachelor, master",yes,30.03513341,81.89063467,Middle-age
984,Humla,Karnali,Mountain,Mid-Western,2070,2013,Normal,Hysteria,54,20,29,19,55.0,"College degree, bachelor, master",yes,30.03513341,81.89063467,Middle-age
985,Humla,Karnali,Mountain,Mid-Western,2070,2013,Normal,Alcoholism,25,42,22,41,26.0,"College degree, bachelor, master",no,30.03513341,81.89063467,Middle-age
986,Humla,Karnali,Mountain,Mid-Western,2070,2013,Normal,Epilepsy,41,59,51,21,79.0,"College degree, bachelor, master",yes,30.03513341,81.89063467,old
987,Bajura,Seti,Mountain,Far-Western,2070,2013,Minor,Depression,37,56,28,55,38.0,"College degree, bachelor, master",yes,29.56558569,81.5497582,Middle-age
988,Bajura,Seti,Mountain,Far-Western,2070,2013,Normal,Psychosis,48,58,23,44,62.0,"College degree, bachelor, master",no,29.56558569,81.5497582,Middle-age
989,Bajura,Seti,Mountain,Far-Western,2070,2013,Normal,Anxiety,23,32,26,24,31.0,"College degree, bachelor, master",yes,29.56558569,81.5497582,Middle-age
990,Bajura,Seti,Mountain,Far-Western,2070,2013,Major,Mental retardation,39,55,53,28,66.0,"College degree, bachelor, master",yes,29.56558569,81.5497582,old
991,Bajura,Seti,Mountain,Far-Western,2070,2013,Severe,Hysteria,18,53,35,24,47.0,"College degree, bachelor, master",yes,29.56558569,81.5497582,Middle-age
992,Bajura,Seti,Mountain,Far-Western,2070,2013,Severe,Alcoholism,22,39,30,60,1.0,"College degree, bachelor, master",yes,29.56558569,81.5497582,Middle-age
993,Bajura,Seti,Mountain,Far-Western,2070,2013,Major,Epilepsy,23,26,57,49,0.0,Up to 9 years of school,yes,29.56558569,81.5497582,old
994,Bajhang,Seti,Mountain,Far-Western,2070,2013,Major,Depression,30,50,52,33,47.0,Unknown,yes,29.70710581,81.14117632,old
995,Bajhang,Seti,Mountain,Far-Western,2070,2013,Normal,Psychosis,24,51,29,49,26.0,"College degree, bachelor, master",yes,29.70710581,81.14117632,Middle-age
996,Bajhang,Seti,Mountain,Far-Western,2070,2013,Major,Anxiety,56,32,19,36,52.0,"Some College, short continuing education or equivalent",no,29.70710581,81.14117632,young
997,Bajhang,Seti,Mountain,Far-Western,2070,2013,Normal,Mental retardation,28,49,27,51,26.0,"College degree, bachelor, master",yes,29.70710581,81.14117632,Middle-age
998,Bajhang,Seti,Mountain,Far-Western,2070,2013,Severe,Hysteria,21,60,58,24,57.0,"College degree, bachelor, master",yes,29.70710581,81.14117632,old
999,Bajhang,Seti,Mountain,Far-Western,2070,2013,Severe,Alcoholism,32,46,55,28,50.0,"College degree, bachelor, master",yes,29.70710581,81.14117632,old
1000,Bajhang,Seti,Mountain,Far-Western,2070,2013,Major,Epilepsy,43,43,56,31,55.0,Up to 9 years of school,yes,29.70710581,81.14117632,old
1001,Achham,Seti,Hill,Far-Western,2070,2013,Severe,Depression,19,36,26,39,16.0,"College degree, bachelor, master",yes,29.09181279,81.31707255,Middle-age
1002,Achham,Seti,Hill,Far-Western,2070,2013,Severe,Psychosis,58,56,19,35,79.0,"Some College, short continuing education or equivalent",no,29.09181279,81.31707255,young
1003,Achham,Seti,Hill,Far-Western,2070,2013,Severe,Anxiety,21,25,46,44,2.0,PhD/Doctorate,yes,29.09181279,81.31707255,old
1004,Achham,Seti,Hill,Far-Western,2070,2013,Normal,Mental retardation,56,21,30,24,53.0,"College degree, bachelor, master",yes,29.09181279,81.31707255,Middle-age
1005,Achham,Seti,Hill,Far-Western,2070,2013,Minor,Hysteria,47,60,20,54,53.0,"College degree, bachelor, master",no,29.09181279,81.31707255,Middle-age
1006,Achham,Seti,Hill,Far-Western,2070,2013,Normal,Alcoholism,21,34,35,50,5.0,"College degree, bachelor, master",yes,29.09181279,81.31707255,Middle-age
1007,Achham,Seti,Hill,Far-Western,2070,2013,Severe,Epilepsy,27,54,50,30,51.0,Unknown,yes,29.09181279,81.31707255,old
1008,Doti,Seti,Hill,Far-Western,2070,2013,Normal,Depression,45,24,49,35,34.0,"College degree, bachelor, master",yes,29.17612357,80.88531019,old
1009,Doti,Seti,Hill,Far-Western,2070,2013,Minor,Psychosis,42,43,21,31,54.0,"College degree, bachelor, master",no,29.17612357,80.88531019,Middle-age
1010,Doti,Seti,Hill,Far-Western,2070,2013,Normal,Anxiety,46,53,55,58,41.0,Up to 9 years of school,yes,29.17612357,80.88531019,old
1011,Doti,Seti,Hill,Far-Western,2070,2013,Severe,Mental retardation,50,55,53,52,53.0,"College degree, bachelor, master",yes,29.17612357,80.88531019,old
1012,Doti,Seti,Hill,Far-Western,2070,2013,Severe,Hysteria,38,60,57,43,55.0,Unknown,yes,29.17612357,80.88531019,old
1013,Doti,Seti,Hill,Far-Western,2070,2013,Normal,Alcoholism,18,52,32,18,52.0,"College degree, bachelor, master",yes,29.17612357,80.88531019,Middle-age
1014,Doti,Seti,Hill,Far-Western,2070,2013,Normal,Epilepsy,50,55,26,26,79.0,"College degree, bachelor, master",no,29.17612357,80.88531019,Middle-age
1015,Kailali,Seti,Terai,Far-Western,2070,2013,Minor,Depression,35,32,33,56,11.0,"College degree, bachelor, master",no,28.76091877,80.82634991,Middle-age
1016,Kailali,Seti,Terai,Far-Western,2070,2013,Minor,Psychosis,56,59,36,58,57.0,"College degree, bachelor, master",no,28.76091877,80.82634991,Middle-age
1017,Kailali,Seti,Terai,Far-Western,2070,2013,Minor,Anxiety,54,37,41,42,49.0,PhD/Doctorate,yes,28.76091877,80.82634991,old
1018,Kailali,Seti,Terai,Far-Western,2070,2013,Normal,Mental retardation,22,27,54,26,23.0,"College degree, bachelor, master",yes,28.76091877,80.82634991,old
1019,Kailali,Seti,Terai,Far-Western,2070,2013,Severe,Hysteria,32,27,25,53,6.0,Unknown,no,28.76091877,80.82634991,Middle-age
